2023-06-13 23:42:37 0 [Note] Starting MariaDB 10.4.28-MariaDB source revision c8f2e9a5c0ac5905f28b050b7df5a9ffd914b7e7 as process 16276
2023-06-13 23:42:37 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2023-06-13 23:42:37 0 [Note] InnoDB: Uses event mutexes
2023-06-13 23:42:37 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2023-06-13 23:42:37 0 [Note] InnoDB: Number of pools: 1
2023-06-13 23:42:37 0 [Note] InnoDB: Using SSE2 crc32 instructions
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=108, page number=4] with future log sequence number 2537606
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=108, page number=3] with future log sequence number 2496687
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=108, page number=2] with future log sequence number 2553824
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=108, page number=1] with future log sequence number 2553548
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=441] with future log sequence number 2526327
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=442] with future log sequence number 2510216
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=106, page number=5] with future log sequence number 2465892
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=106, page number=4] with future log sequence number 2462510
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=106, page number=3] with future log sequence number 2460326
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=106, page number=2] with future log sequence number 2465892
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=106, page number=1] with future log sequence number 2465600
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=2] with future log sequence number 2552577
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=6] with future log sequence number 2552577
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=5] with future log sequence number 2555766
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=3] with future log sequence number 2552577
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=105, page number=4] with future log sequence number 2449666
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=105, page number=3] with future log sequence number 2447753
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=105, page number=2] with future log sequence number 2449666
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=105, page number=1] with future log sequence number 2449374
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=101, page number=5] with future log sequence number 2445219
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=104, page number=4] with future log sequence number 2440924
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=408] with future log sequence number 2439205
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=440] with future log sequence number 2557025
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=104, page number=3] with future log sequence number 2438793
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=295] with future log sequence number 2589017
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=422] with future log sequence number 2589017
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=294] with future log sequence number 2587738
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=421] with future log sequence number 2587738
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=293] with future log sequence number 2586518
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=49] with future log sequence number 2605588
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=313] with future log sequence number 2605588
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=48] with future log sequence number 2604146
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=312] with future log sequence number 2604146
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=47] with future log sequence number 2602859
2023-06-13 23:42:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=52] with future log sequence number 2607700
